Building Name,ADDRESS
FREE STALL BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
VETERINARY RES FARM-HORSE SHELTER,S. RACE URBANA
USDA SOYBEAN LABORATORY,3603 SOUTH RACE URBANA
SERVICE BUILDING - PELL FARM,WINDSOR RD. URBANA
GARAGE - PELL FARM,WINDSOR RD. URBANA
FRUIT BUILDING - PELL FARM,WINDSOR RD. URBANA
APIARY BUILDING - PELL FARM,WINDSOR RD. URBANA
MACHINE STORAGE BUILDING - PELL FARM,WINDSOR RD. URBANA
AGRICULTURE ENGINEERING RESEARCH #2,LINCOLN EXTENDED URBANA
VEGETABLE RESEARCH FARM - GARAGE,LINCOLN EXTENDED URBANA
APICULTURE CAGE HDHS-PELL FR,WINDSOR RD. URBANA
MACHINERY STORAGE BUILDING,3603 SOUTH RACE URBANA
MACHINERY STORAGE BUILDING #2,3603 SOUTH RACE URBANA
GREIN FARM - BARN,W. CURTIS ROAD URBANA
GREIN FARM-CORN CRIB,E. CURTIS RD. URBANA
GREIN FARM - STORAGE SHED 1,W. CURTIS ROAD URBANA
GREIN FARM - STORAGE SHED 2,W. CURTIS ROAD URBANA
GREIN FARM - E E STORAGE SHED,W. CURTIS ROAD URBANA
SOYBEAN DAMAGE LAB - AN ENG FARM,3603 SOUTH RACE URBANA
SOYBEAN RESEARCH - AGRONOMY FARM,1308 W. HAZELWOOD DR. URBANA
POMOLOGY STORAGE BLDG - PELL FARM,WINDSOR RD. URBANA
PHARMACOLOGY & TOXICOLOGY,S. RACE URBANA
POULTRY ISOLATION UNIT - VET RES FAR,"S. RACE, URBANA URBANA"
CONFINEMENT BEEF COW BARN,E. ST. MARY'S RD. CHAMPAIGN
DRY COW FREE - STALL BARN,2301 S. LINCOLN URBANA
HEIFER SHED - LINCOLN AVENUE DAIRY,2301 S. LINCOLN URBANA
SOLIDS SEPARATION UNIT - LAD,2301 S. LINCOLN URBANA
FREE STALL POLE BUILDING - LAD,2301 S. LINCOLN URBANA
SUPERVISOR'S RESIDENCE - BEEF,501 E. ST. MARY'S RD. CHAMPAIGN
CRUSE FARM PUMP STATION,2923 S. FIRST ST. CHAMPAIGN
NEMATOLOGY STORAGE BUILDING,WINDSOR ROAD URBANA
ACID RAIN FIELD BUILDING,S. WRIGHT EXT. CHAMPAIGN
CRUSE FARM STORAGE BUILDING,S. FIRST ST. CHAMPAIGN
VET RES FARM-DOG HOUSING UNIT,S. RACE ST. URBANA
VET RES FARM-SWINE FINISHING BLDG,3305 S. RACE ST. URBANA
VET RES FARM-SWINE FARROWING & NURSY,3305 S. RACE ST. URBANA
VET RES FARM-DOG SMALL RUMINANT BLDG,3305 S. RACE ST. URBANA
VET RES FARM-SWINE GESTATION UNIT,3305 S. RACE ST. URBANA
VET RES FARM-SERVICE BUILDING,3305 S. RACE ST. URBANA
VET RES FARM-CATTLE CONFINEMENT FAC,S. RACE ST. URBANA
VET RES FARM-HAY BARN,S. RACE ST. URBANA
BEEF COW FACILITY,2612 S. FIRST ST. CHAMPAIGN
BEEF COW FACILITY-CATTLE WKG SHLTR,"S. FOURTH ST., EXT. URBANA"
BEEF COW FACILITY-HAY STORAGE,"S. FOURTH ST., EXT. URBANA"
VEGETABLE CROPS SHOP & STOR BLDG,"2921 S. FIRST ST., CHAMPAIGN"
AGRICULTURAL/PPFM WAREHOUSE STOR A,S. WRIGHT EXT. CHAMPAIGN
ENGINEERING WAREHOUSE STOR B,"S. WRIGHT EXT., CHAMPAIGN"
ENGINEERING WAREHOUSE STOR C,1921 S. WRIGHT EXT. CHAMPAIGN
ELECTRICAL ENG STOR BLDG,2121 S. GIRIFFITH DR. CHAMPAIGN
IMPLEMENT STORAGE BLDG-LAD,S. LINCOLN URBANA
HAY STORAGE-DAIRY,S. LINCOLN URBANA
FEED LOADING-LINCOLN AVE DAIRY,2201 S. LINCOLN URBANA
LARGE HEIFER REARING-LAD,2201 S. LINCOLN URBANA
SMALL HEIFER REARING-LAD,2201 S. LINCOLN URBANA
WATER SURVEY WAREHOUSE,2107 S. GRIFFITH DR. CHAMPAIGN
AERONOMY FIELD STATION,1600E AND .7 MILES N OF 1900N URBANA
LASER - RADAR FACILITY,1600E AND .7 MILES N OF 1900N URBANA
SWINE RES CTR-GENERATOR BLDG,S. FIRST ST. CHAMPAIGN
SWINE RES CTR-HEADQUARTERS BLDG,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-FEED CENTER,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-ISOLATION BLDG,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-NURSERY,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-GROWING BLDG #1,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-GROWING BLDG #2,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-FINISHING BLDG #1,3502 S. FIRST ST. CHAMPAIGN
METAL STORAGE BUILDING,192 S. WRIGHT ST. EXT. CHAMPAIGN
ILLINI UNION WAREHOUSE,50 E. HAZELWOOD DR CHAMPAIGN
CORE STORAGE BUILDING,1901 S. OAK ST. CHAMPAIGN
O&M STORAGE BUILDING,W. HAZELWOOD DR. URBANA
AGRICULTURE STORAGE BUILDING,W. HAZELWOOD DR. URBANA
MODULAR INFECTIOUS DIS CONT BLDG #1,RACE STREET URBANA
MODULAR INFECTIOUS DIS CONT BLDG #2,RACE STREET URBANA
COMMODITIES STORAGE BUILDING,NULL URBANA
WILDLIFE BUILDING,W. HAZELWOOD DR. CHAMPAIGN
CRUSE FARM - LARGE BARN,NULL URBANA
CRUSE FARM - MASONRY GARAGE,NULL URBANA
PEST MANAGEMENT LABORATORY,1819 S. OAK ST. CHAMPAIGN
ORCHARD SOUTH APARTMENTS (2112),2112 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2113),2113 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS (2114),2114 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2116),2116 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2118),2118 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2120),2120 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2201),2201 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS (2202),2102 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2203),2203 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS,2205 HAZELWOOD URBANA
SHEEP FARM - RESIDENCE TRALR,201   ST. MARY'S ROAD - BLDG 1059 CHAMPAIGN
HORSE RECEIVING BARN,501 E. ST. MARY'S RD. CHAMPAIGN
SWINE ISOLATION UNIT,NULL URBANA
SWINE MOBLIE HOME,811 W. CURTIS ROAD URBANA
MACHINE SHED - AN SCI,811  W. CURTIS ROAD URBANA
MACHINE STORAGE CRIB,811  W. CURTIS ROAD URBANA
PTI PAVILION,609 1/2 E. CURTIS ROAD CHAMPAIGN
POLICE TRAINING INSTITUTE-TACTICAL,609 1/2 E. CURTIS ROAD CHAMPAIGN
POLICE TRAINING TACTILE,609 1/2 E. CURTIS ROAD CHAMPAIGN
EARLY CHILD DEVELOPMENT LAB,1005 W. NEVADA URBANA
HAZELWOOD DRIVE UTILITIES CENTER,1910 S. OAK STREET CHAMPAIGN
FORBES NATURAL HISTORY BUILDING,1816 S. OAK STREET CHAMPAIGN
Z BUILDING,1901 S. FIRST ST. CHAMPAIGN
MOTOROLA BUILDING,"2001 S. FIRST, SUITE 201 CHAMPAIGN"
SWINE NURSERY TRAILER - EAST,NULL CHAMPAIGN
SWINE NURSERY TRAILER-WEST,3502  S. FIRST ST. CHAMPAIGN
PLAYFIELD FACILITY,S. WRIGHT STREET URBANA
ILLINI UNION WAREHOUSE #2,509 W. HAZELWOOD DRIVE URBANA
INSTITUTE FOR GENOMIC BIOLOGY,1206  W. GREGORY DRIVE URBANA
TECHNOLOGY PLAZA,616 E. GREEN CHAMPAIGN
WATER SURVEY MAINT. SHOP,2208 GRIFFITH DRIVE CHAMPAIGN
SOYFACE BARN,NULL URBANA
1902 FOX DRIVE,1902 FOX DRIVE CHAMPAIGN
DAIRY FREE STALL BARN,2301 S. LINCOLN URBANA
CERL-POLE BARN 11,2902 NEWMARK DR. CHAMPAIGN
HAY STORAGE BUILDING,0 S. RACE STREET URBANA
1011 W. UNIVERSITY AVE.,1011 W. UNIVERSITY AVE. URBANA
ABBOTT SCRUBBER BUILDING,21 E. ARMORY CHAMPAIGN
AERODYNAMICS RESEARCH LABORATORY,1021 W WESTERN AVENUE URBANA
NORTH CAMPUS PARKING DECK,1201 W. UNIVERSITY AVENUE URBANA
ENTERPRISE WORKS @ ILLINOIS,60 HAZELWOOD DRIVE CHAMPAIGN
OAK STREET LIBRARY FACILITY,809 S. OAK STREET CHAMPAIGN
1313 W. OLD CHURCH ROAD,1313 W. OLD CHURCH ROAD URBANA
ISGS POLE BARN WEST,2909  S LINCOLN AVENUE URBANA
WILDLIFE RESEARCH LABORATORY,1110 W CURTIS URBANA
AVIARY AC BUILDING,# 1100 - 1112 W CURTIS ROAD URBANA
PONDS SITE LABORATORY,3505 S. LINCOLN AVE. URBANA
ISGS POLE BARN EAST,2911  S LINCOLN AVENUE URBANA
Z-2 BUILDING,2001 SOURTH FIRST STREET CHAMPAIGN
WATER SURVEY RESEARCH CENTER #1,2204 S. KIRK DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER - SHED,30 BAILEY DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #3,2208 S. KIRK DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #4,15 BAILEY DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #5,35 BAILEY DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #6,65 BAILEY DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #7,40 BAILEY DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #8,60 BAILEY DR. CHAMPAIGN
WATER SURVEY RESEARCH CENTER #9,2210 S. KIRK DR. CHAMPAIGN
1108 W. STOUGHTON,1108 W. STOUGHTON CHAMPAIGN
CERL-MAINBUILDING 2,2902 NEWMARK DR. CHAMPAIGN
CERL-MAIN BUILDING 3,2902 NEWMARK DR. CHAMPAIGN
CERL- TESS BUILDING,2902 NEWMARK DR. CHAMPAIGN
CERL- SOLAR HOUSE 6,2902 NEWMARK DR. CHAMPAIGN
CERL- CHEMICAL STORAGE BLDG. 7,2902 NEWMARK DR. CHAMPAIGN
CERL-INCINERATOR BUILDING 8,2902 NEWMARK DRI. CHAMPAIGN
CERL- UTILITIES BUILDING 9,2902 NEWMARK DR. CHAMPAIGN
CERL- FOAM PANEL BUILDING 12,2902 NEWMARK DR. CHAMPAIGN
CERL-TESS ANNEX 13,2902 NEWMARK DR. CHAMPAIGN
CERL-GREENHOUSE,2902 NEWMARK DR. CHAMPAIGN
CERL-SOUTH HALL,2902 NEWMARK DR. CHAMPAIGN
CERL-UCHI,2902 NEWMARK DR. CHAMPAIGN
CERL-NORTH HALL,2902 NEWMARK DR. CHAMPAIGN
SCHNABEL LAB,2902 NEWMARK DR. CHAMPAIGN
CHRISTOPHER HALL,904 WEST NEVADA STREET URBANA
C-10 PARKING STRUCTURE,812 S. FIFTH CHAMPAIGN
WATER SURVEY SHOP & EQUIP. BLDG #11,2208 S. GRIFFITH DR. CHAMPAIGN
GREGORY PLACE I,701 S. GREGORY URBANA
ASIAN AMERICAN HOUSE,1210 W. NEVADA URBANA
S. FARMS-BEEF CATTLE & SHEEP FIELD LAB,4900 S. RACE STREET URBANA
S. FARMS-EQUIPMENT SHED,4900 S. RACE STREET URBANA
S. FARMS-SHEEP BARN,4900 S. RACE STREET URBANA
S. FARMS-MANURE SHED,4900 S. RACE STREET URBANA
S. FARMS-FEED MIXING,4900 S. RACE STREET URBANA
S. FARMS-BUNKERS,4900 S. RACE STREET URBANA
S. FARMS-COW PENS #1,4900 S. RACE STREET URBANA
S. FARMS-COW PENS #2,4900 S. RACE STREET URBANA
S. FARMS-CALVING-ISOLATION-WORK AREA,4900 S. RACE STREET URBANA
S. FARMS-HEIFER/BULL BARN #1,4900 S. RACE STREET URBANA
S. FARMS-HEIFER/BULL BARN #2,4900 S. RACE STREET URBANA
S. FARMS-COMMODITY SHED,4900 S. RACE STREET URBANA
S. FARMS-HAY STORAGE,4900 S. RACE STREET URBANA
S. FARMS-GROUP FEEDER BARN #1,4900 S. RACE STREET URBANA
S. FARMS-GROUP FEEDER BARN #2,4900 S. RACE STREET URBANA
S. FARMS-ISOLATION-WORK AREA,4900 S. RACE STREET URBANA
S. FARM-INDIVIDUAL FEEDER BARN #1,4900 S. RACE STREET URBANA
S. FARMS-INDIVIDUAL FEEDER BARN #2,4900 S. RACE STREET URBANA
S. FARMS-METABOLISM,4900 S. RACE STREET URBANA
BEE RESEARCH FACILITY,3515 SOUTH LINCOLN AVENUE URBANA
MOTORCYCLE STORAGE,GERTY DRIVE CHAMPAIGN
LINCOLN AVENUE EAST GEOL SURV WHSE,4900 S. RACE STREET URBANA
LINCOLN AVENUE WEST GEOL SURV WHSE,4900 S. RACE STREET URBANA
EXPOSURE REDUCTION HOUSING UNIT TRAILER A,4900 S. RACE STREET URBANA
EXPOSURE REDUCTION HOUSING UNIT TRAILER B,4900 S. RACE STREET URBANA
FSI - HAZMAT STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN
FSI - STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN
FSI - FIRE APPARATUS STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN
FSI - TWO STORY BURN BUILDING,11 EAST GERTY DRIVE CHAMPAIGN
FSI - RESIDENTIAL BURN BUILDING,11 EAST GERTY DRIVE CHAMPAIGN
FIRE SERVICE INSTITUTE - RTC PROP,11 EAST GERTY DRIVE CHAMPAIGN
FSI - FILTER HOUSE,11 EAST GERTY DRIVE CHAMPAIGN
FSI - SOUTH STORAGE BUILDING,11 EAST GERTY DRIVE CHAMPAIGN
FIRE SERVICE INSTITUTE - PROPS,11  E GERTY DR CHAMPAIGN
FSI - ARSON TRAINING LABORATORY A,11 EAST GERTY DRIVE CHAMPAIGN
FSI - ARSON TRAINING LABORATORY B,11 EAST GERTY DRIVE CHAMPAIGN
FSI - ARSON TRAINING LABORATORY C,11 EAST GERTY DRIVE CHAMPAIGN
FSI - ARSON TRAINING LABORATORY D,11 EAST GERTY DRIVE CHAMPAIGN
INDOOR GOLF FACILITY,1415 W. ST. MARY'S ROAD URBANA
305 E. CURTIS ROAD,305 E. CURTIS ROAD URBANA
"305 E. CURTIS, POLE SHED",305  E. CURTIS URBANA
"300 SOUTH BROADWAY, SUITE 152, URBANA","300 SOUTH BROADWAY, SUITE 152 URBANA"
201 INDUSTRIAL DRIVE,201 INDUSTRIAL DRIVE URBANA
1112 W. UNIVERSITY AVE,1112  W. UNIVERSITY AVE. URBANA
YMCA,1001 S. WRIGHT ST. CHAMPAIGN
"1114 CR, 1200 E",NULL CHAMPAIGN
BUSINESS INSTRUCTIONAL FACILITY,515 GREGORY DRIVE CHAMPAIGN
"528 E GREEN, CHAMPAIGN",528 E. GREEN CHAMPAIGN
"505 E. CHALMERS, CHAMPAIGN",505  E. CHALMERS CHAMPAIGN
ENGINEERING STUDENT PROJECT LABORATORY,1023 W. WESTERN AVENUE URBANA
Z-3 BUILDING,1210-2021 S. FIRST STREET CHAMPAIGN
TECH DEV.& FAB. CENTER,1211-2111 S. OAK ST. CHAMPAIGN
SPEECH LANGUAGE PATHOLOGY CLINIC,2001 S. OAK CHAMPAIGN
CONFERENCE CENTER,111 ST. MARY'S ROAD CHAMPAIGN
IHOTEL,1802 S. FIRST STREET CHAMPAIGN
POULTRY CAGE HOUSE #3,4513 S. RACE ST. URBANA
ASHTON WOODS APARTMENTS OFFICE,2221 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2301 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2303 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2305 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2307 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2309 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2215 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2217 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2219 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2311 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2313 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2315 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2317 S. FIRST STREET CHAMPAIGN
ASHTON WOODS APARTMENTS,2319 S. FIRST STREET CHAMPAIGN
SHELFORD VIVARIUM GREENHOUSE,608 E. HEALEY CHAMPAIGN
POULTRY SPECIALIZED RESEARCH #2,4513 S. RACE STREET URBANA
POULTRY HATCHERY #1,4513 S. RACE STREET URBANA
POULTRY GROWER HOUSE #4,4513 S. RACE STREET URBANA
POULTRY BREEDER HOUSE #5,4513 S. RACE STREET URBANA
POULTRY ROOSTER HOUSE,4513 S. RACE STREET URBANA
GREGORY PLACE II,1010 W. NEVADA URBANA
ENERGY BIOSCIENCE - METAL SHED,4301 S. PHILO ROAD URBANA
NATIONAL PETASCALE COMPUTING FACILITY,1244-1725 S. OAK STREET CHAMPAIGN
STUDENT DINING AND RESIDENTIAL PROGRAMS BUILDING,301 E. GREGORY DRIVE CHAMPAIGN
TIMOTHY J. NUGENT HALL,207 E. GREGORY DRIVE CHAMPAIGN
FRUIT RESEARCH FARM - ADMIN. BLDG.,2711 S. RACE STREET CHAMPAIGN
FRUIT RESEARCH FARM - EQUIPMENT STORAGE,1031 W. GREGORY DRIVE URBANA
FRUIT RESEARCH FARM - CHEMICAL STORAGE,1301 W. GREGORY DRIVE URBANA
FSI - LEARNING RESOURCE RESEARCH CENTER,25 GERTY DRIVE CHAMPAIGN
507 E. GREEN,507 E. GREEN CHAMPAIGN
MCFARLAND CARILLON,1401  W. LOREDO TAFT DRIVE URBANA
703 S. WRIGHT,703  S. WRIGHT CHAMPAIGN
901 W. UNIVERSITY,901 W. UNIVERSITY URBANA
EBI FARM SHED SOUTH FARMS,4110 S. RACE URBANA
ROBERT A. EVERS LABORATORY,1909  S. OAK STREET CHAMPAIGN
EICHELBERGER FIELD - CONCESSIONS,1201 W. FLORIDA AVE. URBANA
EICHELBERGER FIELD - LOCKER ROOM,1201 W. FLORIDA AVE. URBANA
704 S. NEIL,704 S. NEIL CHAMPAIGN
UNIT 2252,2202 N. MARKET CHAMPAIGN
SPACE CC-8,1408 W. ANTHONY DRIVE URBANA
SWINE ISOLATION - LL BUILDING,811 W. CURTIS RD URBANA
SWINE ISOLATION - QUAD PLEX,811 W. CURTIS RD URBANA
SWINE ISOLATION - OLD CORN CRIB,811 W. CURTIS RD URBANA
LL NURSERY,3502 S. FIRST ST. CHAMPAIGN
SWINE RESEARCH CENTER - N14 STORAGE SHED,3502 S. FIRST ST. CHAMPAIGN
ILLINOIS FEILD - CONCESSIONS,FLORIDA AVENUE AND WRIGHT STREET URBANA
ILLINOIS FIELD - LOCKER ROOM,FLORIDA AVENUE AND WRIGHT STREET URBANA
ILLINOIS FIELD VISITOR'S LOCKER,1605 S. WRIGHT ST. CHAMPAIGN
LITTELFUSE RESEARCH CENTER,2110 S. OAK ST. CHAMPAIGN
RACE ST. FARMSTEAD - FARMHOUSE,4514 S. RACE ST. URBANA
RACE ST. FARMSTEAD - LARGE SHED,4514 S. RACE ST. URBANA
RACE ST. FARMSTEAD - SMALL SHED,4514 S. RACE ST. URBANA
RACE ST. FARMSTEAD - GRAIN BINS,4514 S. RACE ST. URBANA
BIOMASS DRYING OPEN SHED,4110  S. RACE STREET URBANA
LITTELFUSE RESEARCH CENTER GENERATOR BUILDING,2110 S. OAK STREET CHAMPAIGN
GABLE HOME,1900 S. FIRST STREET CHAMPAIGN
FRUIT RESEARCH FARM - PESTICIDE STORAGE UNIT 1,2711 S. RACE STREET URBANA
FRUIT RESEARCH FARM - PESTICIDE STORAGE UNIT 2,2711 S. RACE STREET URBANA
FSI - STRIP MALL BURN PROP / STREETSCAPE TRAINING PROP,11 EAST GERTY DRIVE CHAMPAIGN
CMS STATE GARAGE,201 EISNER ROAD CHAMPAIGN
CROP SCIENCES RESEARCH AND EDUCATION CENTER - MAIN BUILDING,1205 COUNTY ROAD 1200N CHAMPAIGN
"PROVENA MEDICAL OFFICE BUILDING, SUITE 207",1405 W. PARK ST. URBANA
FSI - INDUSTRIAL TRAINING PROP,11 EAST GERTY DRIVE CHAMPAIGN
FSI - TRENCH TRAINING PROP,11 EAST GERTY DRIVE CHAMPAIGN
FSI - RAILROAD PROP,11 EAST GERTY DRIVE CHAMPAIGN
FSI - GRAIN BIN PROP,11 EAST GERTY DRIVE CHAMPAIGN
FSI - HEAVY COLLAPSE PILE,11 EAST GERTY DRIVE CHAMPAIGN
FSI - COLLAPSE BASE OF OPERATIONS,11 EAST GERTY DRIVE CHAMPAIGN
SOYFACE QUONSET,NULL URBANA
SOYFACE TRAILER,NULL URBANA
BROWNFIELD WOODS,N HIGH CROSS ROAD URBANA
116 N. WALNUT ST.,116 N. WALNUT ST. CHAMPAIGN
509 W UNIVERSITY AVE,509 W UNIVERSITY AVE URBANA
EBI FARM GREENHOUSE SOUTH FARMS,4110 S. RACE URBANA
TECHNICAL DEVELOPMENT AND FABRICATION CENTER III,210 HAZELWOOD DRIVE CHAMPAIGN
LINCOLN COMMERCE CENTER,726-732 KILLARNEY URBANA
"SOLAR DECATHLON HOUSE ""RE_HOME"" 2011",3605 S. RACE STREET URBANA
PTI-CONTROL BOOTH,609 1/2 E. CURTIS ROAD CHAMPAIGN
512 E GREEN - 4TH FLOOR,512 E GREEN CHAMPAIGN
EBI SITE OFFICE,4301 S. PHILO ROAD URBANA
EBI CORN CRIB,4301 S. PHILO ROAD URBANA
AERONOMY SHED,1600E AND .7 MILES N OF 1900N URBANA
AERONOMY POLE BARN,1600E AND .7 MILES N OF 1900N URBANA
CENTER FOR WOUNDED VETERANS IN HIGHER EDUCATION,908 W. NEVADA URBANA
"1203 W OREGON, URBANA -GROUNDS SHED",1203 W. OREGON URBANA
1110 W. STOUGHTON,1110 W. STOUGHTON CHAMPAIGN
INFORMATION CENTERS,MULTIPLE LOCATIONS CHAMPAIGN
Swine Research Center  Swine Calorimeter Unit,3502 S. First Street CHAMPAIGN
YAHOO BUILDING - Z-4,1908 S. FIRST CHAMPAIGN
" Main Building 4, UIUC  CERL", 2902 Newmark Drive CHAMPAIGN
PIGLET NUTRITION AND COGNITION LAB,4900 S. RACE ST. URBANA
CERL  Plant/Soil Response Facility,2902 Newmark Drive CHAMPAIGN
I-CYT,2105-2100 S. OAK ST. CHAMPAIGN
FLORIDA AVENUE APARTMENTS,1205 E. FLORIDA AVE. URBANA
COMPOSTING SITE,S. RACE STREET URBANA
COUNTY PLAZA, 102 E. MAIN ST. URBANA
CHEMICAL & LIFE SCIENCES LABORATORY CHILLER PLANT,601 S. GOODWIN URBANA
OAK STREET CHILLER PLANT,1305 S. OAK STREET CHAMPAIGN
ABBOTT MOAB TRAILER - EAST,1501 S. OAK STREET CHAMPAIGN
TES PUMP HOUSE,1705 S. OAK ST. CHAMPAIGN
ABBOTT ELECTROSTATIC PRECIPITATORS BUILDING,1117 S. OAK CHAMPAIGN
ABBOTT TRACTOR HOUSE,1117 S. OAK CHAMPAIGN
ABBOTT BLOWER BUILDING,1117 S. OAK CHAMPAIGN
ABBOTT BLUE TANK BUILDING,1117 S. OAK CHAMPAIGN
ABBOTT REVERSE OSMOSIS BUILDING,1117 S. OAK CHAMPAIGN
ABBOTT ASH SILO,1117 S. OAK CHAMPAIGN
ABBOTT CEM SHACK,1117 S. OAK CHAMPAIGN
ABBOTT CRUSHER HOUSE,1117 S. OAK CHAMPAIGN
ABBOTT THAW HOUSE,1117 S. OAK CHAMPAIGN
ABBOTT FILTER PRESS BUILDING,1117 S. OAK CHAMPAIGN
ABBOTT MOAB TRAILER - WEST,1501 S. OAK STREET CHAMPAIGN
